User,Date,ID,Likes,Replies,Retweets,Source of Tweet,User Tweet Count,User Follower Count,Automated User,Verified User,Language,Tweet,Conversation,rootId
DafiaRecord,2021-08-07 23:44:27+00:00,1424154501288710148,3,0,0,Twitter for Android,6210,995,,0,en,"@ShibInformer Ahah, the photo mean, our devs team  look for burning shib, https://t.co/eXFJEFIHcY","['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', '🐝Dafia Record🐝⚡: @ShibInformer Ahah, the photo mean, our devs team  look for burning shib, https://t.co/eXFJEFIHcY']",1424115646783279106
altcoinspaul,2021-08-07 22:03:43+00:00,1424129150084911104,1,0,0,Twitter Web App,2923,26,,0,en,"@ShibInformer #SHIB 🚀🚀  I wish the #SHIBARMY can join me on this #AgriDeFi project called #RiperDeFi, introducing small farmers into decentralized finance","['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'Nino Brown: @ShibInformer #SHIB 🚀🚀  I wish the #SHIBARMY can join me on this #AgriDeFi project called #RiperDeFi, introducing small farmers into decentralized finance']",1424115646783279106
ShibInformer,2021-08-07 21:23:20+00:00,1424118987852554242,429,16,110,Twitter for Android,6031,507533,,0,en,"So, the new token Listing of ETH-PERL will come with a burn of SHIB and LEASH tokens. This is just ONE way we deal with new listings, so it probably won't be the last time this is done. More details later.","['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', ""SHIB INFORMER: So, the new token Listing of ETH-PERL will come with a burn of SHIB and LEASH tokens. This is just ONE way we deal with new listings, so it probably won't be the last time this is done. More details later.""]",1424115646783279106
LCMoney08,2021-08-07 21:18:14+00:00,1424117706249355264,1,0,0,Twitter for iPhone,1514,145,,0,en,@ShibInformer 25k burn for $shib &amp; $Leash ?,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'LC Crypto 🕊: @ShibInformer 25k burn for $shib &amp; $Leash ?']",1424115646783279106
Rahulera,2021-08-07 21:17:48+00:00,1424117596865974272,3,0,0,Twitter for iPhone,468,18,,0,en,@ShibInformer Burn some Shiba tokens and show this world that you are capable of achieving heights and not just a meme token. Burning will reduce supply. If supply is less and demand let’s say being considered same as of today then price will skyrocket. Maybe we can beat Doge #shib #SHIBARMY,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'Rahul Singh Yadav: @ShibInformer Burn some Shiba tokens and show this world that you are capable of achieving heights and not just a meme token. Burning will reduce supply. If supply is less and demand let’s say being considered same as of today then price will skyrocket. Maybe we can beat Doge #shib #SHIBARMY']",1424115646783279106
meysamdaneshian,2021-08-07 21:17:11+00:00,1424117443392262146,1,0,0,Twitter for iPhone,48,19,,0,en,@ShibInformer Why does it not matter?  All currencies have entered profitability and only the #shib is not growing.  It causes disappointment.,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'میثم دانشیان: @ShibInformer Why does it not matter?  All currencies have entered profitability and only the #shib is not growing.  It causes disappointment.']",1424115646783279106
ThePeakyTraders,2021-08-07 21:16:27+00:00,1424117258868215810,5,0,0,Twitter for Android,4823,735,,0,en,"@ShibInformer Imagine shib, with an upgrade like ether that burns an hourly large sum of SHIB. And shib governing all ecosystem. Think about how big it would be at SHIB in just 1 year and the giant defi platform you would do. Nor does it seem that you have a time with vitaliti","['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'Lorgan PT (💙,🧡): @ShibInformer Imagine shib, with an upgrade like ether that burns an hourly large sum of SHIB. And shib governing all ecosystem. Think about how big it would be at SHIB in just 1 year and the giant defi platform you would do. Nor does it seem that you have a time with vitaliti']",1424115646783279106
BolbitheGreat,2021-08-07 21:13:06+00:00,1424116412147113985,2,1,1,Twitter for Android,2637,154,,0,en,@ShibInformer Burning because a majority of us want it because they think it'll boost the price will just prove that direct democracies don't work and tank $shib for good,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', ""Bolbi: @ShibInformer Burning because a majority of us want it because they think it'll boost the price will just prove that direct democracies don't work and tank $shib for good""]",1424115646783279106
IngersalKumar,2021-08-07 21:11:10+00:00,1424115927998779400,3,0,0,Twitter for iPhone,5211,313,,0,en,@ShibInformer No new news please let’s shib run for sometimes at least,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', 'QNT_VXV_ADA_XRP Satz: @ShibInformer No new news please let’s shib run for sometimes at least']",1424115646783279106
Khaleepha_Adaji,2021-08-07 21:55:57+00:00,1424127197804126210,1,1,0,Twitter for Android,3391,87,,0,en,@ShibInformer #shib burn burn burn burn,"['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', ""SHIB INFORMER: So, the new token Listing of ETH-PERL will come with a burn of SHIB and LEASH tokens. This is just ONE way we deal with new listings, so it probably won't be the last time this is done. More details later."", 'Khalifa Balarabe Adaji: @ShibInformer #shib burn burn burn burn']",1424115646783279106
BolbitheGreat,2021-08-07 21:34:02+00:00,1424121680557789185,2,4,0,Twitter for Android,2637,154,,0,en,"@ShibInformer Burns don't work and won't work, this is going to hurt the token in the long run if it keeps happening. Utility&gt;&gt;&gt;&gt;&gt;burning, too bad most $SHIB holders would rather have instant gratification rather than long term success","['SHIB INFORMER: Green or Red candles? No matter the color, the SHIB team never stops moving forward towards a goal of a powerful DeFi ecosystem for the #SHIBARMY.  Interesting news soon!   Gif semi related 😉 https://t.co/nq9BC9YejF', ""SHIB INFORMER: So, the new token Listing of ETH-PERL will come with a burn of SHIB and LEASH tokens. This is just ONE way we deal with new listings, so it probably won't be the last time this is done. More details later."", ""Bolbi: @ShibInformer Burns don't work and won't work, this is going to hurt the token in the long run if it keeps happening. Utility&gt;&gt;&gt;&gt;&gt;burning, too bad most $SHIB holders would rather have instant gratification rather than long term success""]",1424115646783279106
MediaDomin8,2021-10-30 21:29:34+00:00,1454561136368443394,0,0,0,Twitter Web App,210,14,,0,en,"@Shibtoken How about introducing into the Project's Tokenomics ""Burn-with-every-transaction"". 2% Tax for every $Shib transferred/Swapped gets BURNT?","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Minol Pongap: @Shibtoken How about introducing into the Project\'s Tokenomics ""Burn-with-every-transaction"". 2% Tax for every $Shib transferred/Swapped gets BURNT?']",1424117621016891395
imdebtfree2021,2021-10-19 21:16:33+00:00,1450571597291696132,0,0,0,Twitter for iPhone,73,17,,0,en,@Shibtoken Let’s burn SHIB burn!!!,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'I-ShibaNISHA: @Shibtoken Let’s burn SHIB burn!!!']",1424117621016891395
Bobby87694718,2021-10-05 18:17:20+00:00,1445453063095914498,1,0,0,Twitter for Android,740,22,,0,en,@Shibtoken Shib lets burn some . Help us out.,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Bobby: @Shibtoken Shib lets burn some . Help us out.']",1424117621016891395
Adam89755286,2021-08-26 04:17:58+00:00,1430746314451656708,1,0,0,Twitter for Android,447,14,,0,en,@Shibtoken Use ShitSwap for what you totally ignore everybody complaining in t.gram no rewards paying high fees  To stake shib an get shit back 💩 💩   @ least communicate with us trying to get new investors but couldn't give a shit about holders fix up fools !!,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', ""Adam: @Shibtoken Use ShitSwap for what you totally ignore everybody complaining in t.gram no rewards paying high fees  To stake shib an get shit back 💩 💩   @ least communicate with us trying to get new investors but couldn't give a shit about holders fix up fools !!""]",1424117621016891395
abrahamlarge,2021-08-22 20:15:04+00:00,1429537627036864514,0,0,0,Twitter for Android,433,27,,0,en,@Shibtoken I have high hopes for Shiba but I just want to know if there is hope that shib will ever get to 0.001. Anyone in thr crypto world might wanna answer me. Thanks,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'AbLarge: @Shibtoken I have high hopes for Shiba but I just want to know if there is hope that shib will ever get to 0.001. Anyone in thr crypto world might wanna answer me. Thanks']",1424117621016891395
chirsisme,2021-08-20 12:28:06+00:00,1428695337242292225,0,0,0,Twitter Web App,1731,2133,,0,en,"@Shibtoken I love SHIB so much ,thank you very much my bro!","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Apokalypsis🦇🔊: @Shibtoken I love SHIB so much ,thank you very much my bro!']",1424117621016891395
SignalCrypto79,2021-08-19 01:33:43+00:00,1428168267319767040,0,0,0,Twitter for Android,4981,662,,0,en,"@Shibtoken shiba should improve more about burning to be able to increase the price more quickly to match the CMC rating,,gooo go shib $0,1","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Signal Crypto: @Shibtoken shiba should improve more about burning to be able to increase the price more quickly to match the CMC rating,,gooo go shib $0,1']",1424117621016891395
KikiWah18549146,2021-08-18 09:53:24+00:00,1427931629813583875,1,0,0,Twitter for Android,447,14,,0,en,@Shibtoken Burn 40% shib to moon,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Kiki Wahyu: @Shibtoken Burn 40% shib to moon']",1424117621016891395
blb2022,2021-08-18 02:55:27+00:00,1427826448740634626,1,0,0,Twitter Web App,4772,12,,0,en,"@Shibtoken People are buying the wrong Ryoshi token.  Please specify that Ryoshi *****VISION****** is the Correct, where you buy on SHIBASWAP with ETH (ERC etherium). And type the Twitter or website. Thanks #SHIB","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Bruno Loureiro: @Shibtoken People are buying the wrong Ryoshi token.  Please specify that Ryoshi *****VISION****** is the Correct, where you buy on SHIBASWAP with ETH (ERC etherium). And type the Twitter or website. Thanks #SHIB']",1424117621016891395
Bitnot_,2021-08-17 20:00:52+00:00,1427722115017592844,1,0,0,Twitter for Android,23197,1088,,0,en,@Shibtoken Waiting $SHIB to moon $0.1 goo shib,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Bitnot.bnb | bitnot.eth: @Shibtoken Waiting $SHIB to moon $0.1 goo shib']",1424117621016891395
Itsghostvenom,2021-08-17 09:44:43+00:00,1427567054413078529,0,0,0,Twitter for Android,5654,1887,,0,en,@Shibtoken Cut the 0 zero tired of 0.00000900 lets see  0.00001000 Come on @Shibtoken come on Shib Federation! https://t.co/tuAUrNS3RX,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Itsghostvenom: @Shibtoken Cut the 0 zero tired of 0.00000900 lets see  0.00001000 Come on @Shibtoken come on Shib Federation! https://t.co/tuAUrNS3RX']",1424117621016891395
LalaTran10,2021-08-15 16:45:02+00:00,1426948055220199425,0,0,0,Twitter for Android,4,1,,0,en,@Shibtoken All the coin are x2 x3 100%  200% from the bottom now. Only shib gain 40% . Team not good. No good new,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Lala Tran: @Shibtoken All the coin are x2 x3 100%  200% from the bottom now. Only shib gain 40% . Team not good. No good new']",1424117621016891395
ywc36,2021-08-15 10:09:33+00:00,1426848529369104394,0,0,0,Twitter for iPhone,748,21,,0,en,"@Shibtoken If you don't tweet, a lot of people think you're running away，please burn more shib","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', ""danniel yan: @Shibtoken If you don't tweet, a lot of people think you're running away，please burn more shib""]",1424117621016891395
RaviCha10405253,2021-08-15 00:36:05+00:00,1426704209148137472,1,1,0,Twitter for Android,191,10,,0,en,@Shibtoken Shib should burn at least 5 trillion token twice in a month.  Then only it can kill Dogecoin.,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Ravi Chaudhary: @Shibtoken Shib should burn at least 5 trillion token twice in a month.  Then only it can kill Dogecoin.']",1424117621016891395
abmckinley15,2021-08-14 20:04:23+00:00,1426635837161230344,2,1,0,Twitter Web App,414,3,,0,en,@Shibtoken $SHIBUSD need a burn live chart or daily update on how many shib tokens been burn,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Abmckinley15: @Shibtoken $SHIBUSD need a burn live chart or daily update on how many shib tokens been burn']",1424117621016891395
phillzillar,2021-08-13 10:16:07+00:00,1426125407191924737,0,0,0,Twitter Web App,9078,224,,0,en,"@Shibtoken I have been sending a small amount of SHIB to this dead wallet daily only if i make good trades, if we work together we can get this supply down ! 0x200e128b5a8aab3c7c172014f96ce620363fa2f4","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Yeah-Nah-Cant: @Shibtoken I have been sending a small amount of SHIB to this dead wallet daily only if i make good trades, if we work together we can get this supply down ! 0x200e128b5a8aab3c7c172014f96ce620363fa2f4']",1424117621016891395
SalmanShahzad_,2021-08-12 21:04:56+00:00,1425926299625803779,0,0,0,Twitter for iPhone,269,57,,0,en,@Shibtoken 50% shib token burn 🔥 and Buy 2billion usd shib the shib 0.1$,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Salman Shahzad: @Shibtoken 50% shib token burn 🔥 and Buy 2billion usd shib the shib 0.1$']",1424117621016891395
tudonerd5,2021-08-12 18:30:17+00:00,1425887378992939010,7,0,0,Twitter for Android,1062,12,,0,en,"@Shibtoken Burn $Shib yesterday, today, tomorrow and forever and it will make the Shiba Inu community happy, we want currency appreciation now!  It's no use accumulating millions and billions of Shiba without appreciation","['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', ""tudonerd: @Shibtoken Burn $Shib yesterday, today, tomorrow and forever and it will make the Shiba Inu community happy, we want currency appreciation now!  It's no use accumulating millions and billions of Shiba without appreciation""]",1424117621016891395
RaviCha10405253,2021-08-12 13:02:18+00:00,1425804838516846596,2,0,0,Twitter for Android,191,10,,0,en,@Shibtoken One of the biggest problem with shib token is that it has very large number of supply. When the price increases people sells it like hell.  They just make profit out of it. If you could control the supply or decrease the supply by 99% then there is something we can hope.🤘🤘🤘🤘,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Ravi Chaudhary: @Shibtoken One of the biggest problem with shib token is that it has very large number of supply. When the price increases people sells it like hell.  They just make profit out of it. If you could control the supply or decrease the supply by 99% then there is something we can hope.🤘🤘🤘🤘']",1424117621016891395
RaviCha10405253,2021-08-12 12:08:27+00:00,1425791285718249480,0,2,0,Twitter for Android,191,10,,0,en,@Shibtoken Is shib going to get .10$ mark in next one year🙄🙄🙄,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Ravi Chaudhary: @Shibtoken Is shib going to get .10$ mark in next one year🙄🙄🙄']",1424117621016891395
sexyhackergirl,2021-08-11 17:12:28+00:00,1425505407577980936,0,0,0,Twitter Web App,3042,286,,0,en,@Shibtoken We want the community want a bigger burn #burn #SHIB #shibarmy,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', 'Angela 💎🙌: @Shibtoken We want the community want a bigger burn #burn #SHIB #shibarmy']",1424117621016891395
Er_AkashMishra,2021-08-11 16:12:25+00:00,1425490295680995333,0,0,0,Twitter for iPhone,1655,49,,0,en,@Shibtoken Shib to $1,"['Shib: 🚨NEW PAIRS ADDED + BURN🔥!!!!   The Shiba Community asked for a BURN 🔥 and #ShibaSwap DEVs have listened, and are delivering!  As one part of the new listings plans, they have  implemented a burn procedure to reduce $SHIB and $LEASH supply. https://t.co/lfooX0S00D', '🇮🇳अखण्ड भारत🇮🇳: @Shibtoken Shib to $1']",1424117621016891395
