time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-12-31T00:00:00.0000000Z,2020-12-31T00:15:00.0000000Z,2020-12-31T00:00:00.8600000Z,2020-12-31T00:14:38.3920000Z,0.0046251,0.00468,0.0046242,0.00468,15095479,347
2020-12-31T00:15:00.0000000Z,2020-12-31T00:30:00.0000000Z,2020-12-31T00:15:02.3460000Z,2020-12-31T00:29:50.4140000Z,0.00468,0.0047323,0.0046719,0.00473,31538100,600
2020-12-31T00:30:00.0000000Z,2020-12-31T00:45:00.0000000Z,2020-12-31T00:30:04.9730000Z,2020-12-31T00:44:41.3300000Z,0.0047322,0.0047577,0.0047048,0.0047158,43911400,726
2020-12-31T00:45:00.0000000Z,2020-12-31T01:00:00.0000000Z,2020-12-31T00:45:24.3490000Z,2020-12-31T00:59:58.4800000Z,0.0047205,0.004739,0.0046857,0.0046913,8943564,353
2020-12-31T01:00:00.0000000Z,2020-12-31T01:15:00.0000000Z,2020-12-31T01:00:00.6860000Z,2020-12-31T01:14:59.5100000Z,0.0046922,0.0047008,0.0045471,0.0046022,60468051,956
2020-12-31T01:15:00.0000000Z,2020-12-31T01:30:00.0000000Z,2020-12-31T01:15:01.6630000Z,2020-12-31T01:29:59.9670000Z,0.004601,0.004627,0.004548,0.0045664,12133500,219
2020-12-31T01:30:00.0000000Z,2020-12-31T01:45:00.0000000Z,2020-12-31T01:30:15.0950000Z,2020-12-31T01:44:49.5500000Z,0.004562,0.0046051,0.004551,0.0045881,27692652,379
2020-12-31T01:45:00.0000000Z,2020-12-31T02:00:00.0000000Z,2020-12-31T01:45:20.3120000Z,2020-12-31T01:59:38.0760000Z,0.0045836,0.0046127,0.0045785,0.0045982,55562356,637
2020-12-31T02:00:00.0000000Z,2020-12-31T02:15:00.0000000Z,2020-12-31T02:00:01.5140000Z,2020-12-31T02:14:59.9940000Z,0.0045964,0.0045977,0.004545,0.0045501,50834177,612
2020-12-31T02:15:00.0000000Z,2020-12-31T02:30:00.0000000Z,2020-12-31T02:15:01.6040000Z,2020-12-31T02:29:50.5300000Z,0.0045501,0.0046059,0.004537,0.004575,15387862,440
2020-12-31T02:30:00.0000000Z,2020-12-31T02:45:00.0000000Z,2020-12-31T02:30:13.1570000Z,2020-12-31T02:44:58.5810000Z,0.00458,0.0046,0.0045538,0.0045579,9980653,139
2020-12-31T02:45:00.0000000Z,2020-12-31T03:00:00.0000000Z,2020-12-31T02:45:05.7150000Z,2020-12-31T02:59:59.0770000Z,0.004556,0.0045922,0.0045492,0.0045864,4002792,97
2020-12-31T03:00:00.0000000Z,2020-12-31T03:15:00.0000000Z,2020-12-31T03:02:47.5880000Z,2020-12-31T03:14:40.0570000Z,0.0045854,0.0045956,0.0045779,0.0045898,1493083,58
2020-12-31T03:15:00.0000000Z,2020-12-31T03:30:00.0000000Z,2020-12-31T03:15:23.1030000Z,2020-12-31T03:29:52.1960000Z,0.0045862,0.0045996,0.004583,0.0045936,4538588,85
2020-12-31T03:30:00.0000000Z,2020-12-31T03:45:00.0000000Z,2020-12-31T03:30:02.9810000Z,2020-12-31T03:44:55.6030000Z,0.0045894,0.0045944,0.0045857,0.0045929,2006853,66
2020-12-31T03:45:00.0000000Z,2020-12-31T04:00:00.0000000Z,2020-12-31T03:45:04.3340000Z,2020-12-31T03:59:23.8360000Z,0.0045929,0.004624,0.004587,0.004616,6151985,150
2020-12-31T04:00:00.0000000Z,2020-12-31T04:15:00.0000000Z,2020-12-31T04:00:03.6700000Z,2020-12-31T04:14:50.0090000Z,0.0046117,0.0046234,0.0045956,0.0045956,2313592,68
2020-12-31T04:15:00.0000000Z,2020-12-31T04:30:00.0000000Z,2020-12-31T04:15:10.2620000Z,2020-12-31T04:29:51.6360000Z,0.0045956,0.0046508,0.0045956,0.004642,8398993,161
2020-12-31T04:30:00.0000000Z,2020-12-31T04:45:00.0000000Z,2020-12-31T04:30:13.1540000Z,2020-12-31T04:44:50.7940000Z,0.0046519,0.0046626,0.0046053,0.0046246,8560143,205
2020-12-31T04:45:00.0000000Z,2020-12-31T05:00:00.0000000Z,2020-12-31T04:45:06.0210000Z,2020-12-31T04:59:53.7510000Z,0.0046265,0.0046304,0.0046094,0.0046239,5815935,133
2020-12-31T05:00:00.0000000Z,2020-12-31T05:15:00.0000000Z,2020-12-31T05:00:01.6860000Z,2020-12-31T05:14:40.6290000Z,0.0046209,0.0046399,0.0046177,0.0046258,14028330,190
2020-12-31T05:15:00.0000000Z,2020-12-31T05:30:00.0000000Z,2020-12-31T05:16:37.7040000Z,2020-12-31T05:28:34.2210000Z,0.0046253,0.0046272,0.0046093,0.0046136,1401477,48
2020-12-31T05:30:00.0000000Z,2020-12-31T05:45:00.0000000Z,2020-12-31T05:30:39.5360000Z,2020-12-31T05:44:59.2240000Z,0.0046135,0.0046136,0.0045632,0.0045929,6204142,179
2020-12-31T05:45:00.0000000Z,2020-12-31T06:00:00.0000000Z,2020-12-31T05:45:01.9570000Z,2020-12-31T05:59:51.9130000Z,0.0045929,0.0046134,0.0045857,0.0045985,7143159,182
2020-12-31T06:00:00.0000000Z,2020-12-31T06:15:00.0000000Z,2020-12-31T06:00:04.2890000Z,2020-12-31T06:14:47.4860000Z,0.004598,0.0046073,0.0045959,0.0046056,4696653,96
2020-12-31T06:15:00.0000000Z,2020-12-31T06:30:00.0000000Z,2020-12-31T06:15:08.7610000Z,2020-12-31T06:29:59.9640000Z,0.0046056,0.0046602,0.004602,0.0046322,22047353,339
2020-12-31T06:30:00.0000000Z,2020-12-31T06:45:00.0000000Z,2020-12-31T06:30:02.7760000Z,2020-12-31T06:44:44.1330000Z,0.0046322,0.0046542,0.0046321,0.00465,11695280,127
2020-12-31T06:45:00.0000000Z,2020-12-31T07:00:00.0000000Z,2020-12-31T06:45:03.5780000Z,2020-12-31T06:59:46.9160000Z,0.0046524,0.0046546,0.0046396,0.0046396,3093933,90
2020-12-31T07:00:00.0000000Z,2020-12-31T07:15:00.0000000Z,2020-12-31T07:00:03.3300000Z,2020-12-31T07:14:44.6480000Z,0.0046394,0.004702,0.004634,0.0046682,10799083,329
2020-12-31T07:15:00.0000000Z,2020-12-31T07:30:00.0000000Z,2020-12-31T07:15:14.5100000Z,2020-12-31T07:29:41.8000000Z,0.0046682,0.0046851,0.0046577,0.0046745,8646572,149
2020-12-31T07:30:00.0000000Z,2020-12-31T07:45:00.0000000Z,2020-12-31T07:30:16.4290000Z,2020-12-31T07:44:42.3430000Z,0.0046755,0.0046792,0.0046555,0.0046709,8235566,178
2020-12-31T07:45:00.0000000Z,2020-12-31T08:00:00.0000000Z,2020-12-31T07:45:59.3040000Z,2020-12-31T07:59:59.9670000Z,0.0046645,0.0046875,0.0046603,0.0046838,5208908,129
