time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2022-05-01T00:00:00.0000000Z,2022-05-01T00:15:00.0000000Z,2022-05-01T00:00:00.9590000Z,2022-05-01T00:14:59.6490000Z,78.1,78.92,77.88,78.58,48226.24,5191
2022-05-01T00:15:00.0000000Z,2022-05-01T00:30:00.0000000Z,2022-05-01T00:15:00.1810000Z,2022-05-01T00:29:59.8010000Z,78.58,78.88,78.18,78.18,30374.16,3049
2022-05-01T00:30:00.0000000Z,2022-05-01T00:45:00.0000000Z,2022-05-01T00:30:00.3410000Z,2022-05-01T00:44:57.9950000Z,78.19,78.78,77.71,78.56,54179.93,5334
2022-05-01T00:45:00.0000000Z,2022-05-01T01:00:00.0000000Z,2022-05-01T00:45:03.2010000Z,2022-05-01T00:59:59.5500000Z,78.54,78.54,78.11,78.3,29809.33,2662
2022-05-01T01:00:00.0000000Z,2022-05-01T01:15:00.0000000Z,2022-05-01T01:00:01.1970000Z,2022-05-01T01:14:59.2870000Z,78.3,78.62,78.06,78.15,29775.82,2505
2022-05-01T01:15:00.0000000Z,2022-05-01T01:30:00.0000000Z,2022-05-01T01:15:02.4750000Z,2022-05-01T01:29:59.4670000Z,78.13,78.22,77.6,77.7,33165.5,3031
2022-05-01T01:30:00.0000000Z,2022-05-01T01:45:00.0000000Z,2022-05-01T01:30:00.2600000Z,2022-05-01T01:44:59.6640000Z,77.7,79.13,76.49,78.83,126321.93,11052
2022-05-01T01:45:00.0000000Z,2022-05-01T02:00:00.0000000Z,2022-05-01T01:45:00.0110000Z,2022-05-01T01:59:58.0470000Z,78.8,79.25,78.39,78.67,96407.47,8290
2022-05-01T02:00:00.0000000Z,2022-05-01T02:15:00.0000000Z,2022-05-01T02:00:00.0300000Z,2022-05-01T02:14:59.8560000Z,78.67,78.93,78.41,78.81,21296.94,2581
2022-05-01T02:15:00.0000000Z,2022-05-01T02:30:00.0000000Z,2022-05-01T02:15:00.3570000Z,2022-05-01T02:29:59.5250000Z,78.8,79.14,78.63,78.91,30531.19,2778
2022-05-01T02:30:00.0000000Z,2022-05-01T02:45:00.0000000Z,2022-05-01T02:30:01.4070000Z,2022-05-01T02:44:59.5030000Z,78.91,79.06,78.51,78.56,23395.56,2110
2022-05-01T02:45:00.0000000Z,2022-05-01T03:00:00.0000000Z,2022-05-01T02:45:04.5340000Z,2022-05-01T02:59:55.4990000Z,78.57,78.65,78.26,78.37,19149.86,1973
2022-05-01T03:00:00.0000000Z,2022-05-01T03:15:00.0000000Z,2022-05-01T03:00:00.9630000Z,2022-05-01T03:14:59.8430000Z,78.38,79.15,78.38,79.1,17902.22,2287
2022-05-01T03:15:00.0000000Z,2022-05-01T03:30:00.0000000Z,2022-05-01T03:15:05.8840000Z,2022-05-01T03:29:58.0270000Z,79.1,79.63,78.9,79.62,25548.53,3549
2022-05-01T03:30:00.0000000Z,2022-05-01T03:45:00.0000000Z,2022-05-01T03:30:01.6840000Z,2022-05-01T03:44:58.9340000Z,79.62,79.63,79.17,79.29,22403.62,2217
2022-05-01T03:45:00.0000000Z,2022-05-01T04:00:00.0000000Z,2022-05-01T03:45:02.6100000Z,2022-05-01T03:59:59.7260000Z,79.28,79.56,79.21,79.36,13809.09,1475
2022-05-01T04:00:00.0000000Z,2022-05-01T04:15:00.0000000Z,2022-05-01T04:00:00.2140000Z,2022-05-01T04:14:59.8730000Z,79.37,79.49,78.96,79.03,15073.4,1688
2022-05-01T04:15:00.0000000Z,2022-05-01T04:30:00.0000000Z,2022-05-01T04:15:00.9160000Z,2022-05-01T04:29:59.9280000Z,79.04,79.18,78.93,79.07,12961.4,1369
2022-05-01T04:30:00.0000000Z,2022-05-01T04:45:00.0000000Z,2022-05-01T04:30:01.7550000Z,2022-05-01T04:44:58.0740000Z,79.05,79.34,78.94,79.24,16370.91,1404
2022-05-01T04:45:00.0000000Z,2022-05-01T05:00:00.0000000Z,2022-05-01T04:45:01.4320000Z,2022-05-01T04:59:57.9140000Z,79.25,79.47,79.02,79.46,13715.82,1356
2022-05-01T05:00:00.0000000Z,2022-05-01T05:15:00.0000000Z,2022-05-01T05:00:01.2720000Z,2022-05-01T05:14:59.1460000Z,79.47,80.14,79.24,80.14,30628.46,3488
2022-05-01T05:15:00.0000000Z,2022-05-01T05:30:00.0000000Z,2022-05-01T05:15:00.0770000Z,2022-05-01T05:29:59.3070000Z,80.14,80.26,79.63,79.97,35290.02,3491
2022-05-01T05:30:00.0000000Z,2022-05-01T05:45:00.0000000Z,2022-05-01T05:30:00.9840000Z,2022-05-01T05:44:58.9930000Z,79.98,80.37,79.8,80.21,24428.43,2679
2022-05-01T05:45:00.0000000Z,2022-05-01T06:00:00.0000000Z,2022-05-01T05:45:00.0410000Z,2022-05-01T05:59:57.1220000Z,80.24,80.29,79.99,80.24,24978.86,2244
2022-05-01T06:00:00.0000000Z,2022-05-01T06:15:00.0000000Z,2022-05-01T06:00:00.8330000Z,2022-05-01T06:14:58.0570000Z,80.25,80.59,80.05,80.2,38575.24,3328
2022-05-01T06:15:00.0000000Z,2022-05-01T06:30:00.0000000Z,2022-05-01T06:15:01.6440000Z,2022-05-01T06:29:55.8490000Z,80.2,80.69,80.17,80.46,23891.06,1904
2022-05-01T06:30:00.0000000Z,2022-05-01T06:45:00.0000000Z,2022-05-01T06:30:02.3280000Z,2022-05-01T06:44:59.9160000Z,80.47,80.54,80.11,80.38,16992.43,1692
2022-05-01T06:45:00.0000000Z,2022-05-01T07:00:00.0000000Z,2022-05-01T06:45:04.4390000Z,2022-05-01T06:59:59.6860000Z,80.38,80.66,80.22,80.29,18940.19,1667
2022-05-01T07:00:00.0000000Z,2022-05-01T07:15:00.0000000Z,2022-05-01T07:00:00.1910000Z,2022-05-01T07:14:57.3070000Z,80.3,80.61,80.18,80.22,17744.15,1636
2022-05-01T07:15:00.0000000Z,2022-05-01T07:30:00.0000000Z,2022-05-01T07:15:05.6110000Z,2022-05-01T07:29:59.4580000Z,80.23,80.24,79.7,80.12,32424.69,3103
2022-05-01T07:30:00.0000000Z,2022-05-01T07:45:00.0000000Z,2022-05-01T07:30:04.1260000Z,2022-05-01T07:44:58.7840000Z,80.1,80.3,79.97,79.98,14110.27,1310
2022-05-01T07:45:00.0000000Z,2022-05-01T08:00:00.0000000Z,2022-05-01T07:45:03.5530000Z,2022-05-01T07:59:59.5010000Z,79.98,80.2,79.93,79.98,11307.28,1170
2022-05-01T08:00:00.0000000Z,2022-05-01T08:15:00.0000000Z,2022-05-01T08:00:00.9190000Z,2022-05-01T08:14:59.2320000Z,79.98,80.72,79.92,80.72,17796.55,2251
2022-05-01T08:15:00.0000000Z,2022-05-01T08:30:00.0000000Z,2022-05-01T08:15:00.8130000Z,2022-05-01T08:29:58.4720000Z,80.72,80.89,80.31,80.36,31513.63,2822
2022-05-01T08:30:00.0000000Z,2022-05-01T08:45:00.0000000Z,2022-05-01T08:30:02.0360000Z,2022-05-01T08:44:59.1730000Z,80.33,80.69,80.32,80.69,19803.86,1650
2022-05-01T08:45:00.0000000Z,2022-05-01T09:00:00.0000000Z,2022-05-01T08:45:09.9340000Z,2022-05-01T08:59:59.2870000Z,80.68,81.17,80.62,81.01,40086.53,3265
2022-05-01T09:00:00.0000000Z,2022-05-01T09:15:00.0000000Z,2022-05-01T09:00:00.4810000Z,2022-05-01T09:14:58.1910000Z,81.01,81.43,80.9,80.96,51581.02,3404
2022-05-01T09:15:00.0000000Z,2022-05-01T09:30:00.0000000Z,2022-05-01T09:15:00.6400000Z,2022-05-01T09:29:59.3050000Z,80.96,81.05,80.66,80.74,15356.02,1667
2022-05-01T09:30:00.0000000Z,2022-05-01T09:45:00.0000000Z,2022-05-01T09:30:02.4830000Z,2022-05-01T09:44:59.7630000Z,80.74,80.78,80.36,80.63,30863.13,2237
2022-05-01T09:45:00.0000000Z,2022-05-01T10:00:00.0000000Z,2022-05-01T09:45:02.0240000Z,2022-05-01T09:59:59.6430000Z,80.62,80.98,80.57,80.67,11218.49,1231
2022-05-01T10:00:00.0000000Z,2022-05-01T10:15:00.0000000Z,2022-05-01T10:00:03.6760000Z,2022-05-01T10:14:58.2500000Z,80.66,80.73,80.21,80.24,33338.49,2725
2022-05-01T10:15:00.0000000Z,2022-05-01T10:30:00.0000000Z,2022-05-01T10:15:02.1580000Z,2022-05-01T10:29:56.2260000Z,80.24,80.5,79.99,80.4,30879.39,2992
2022-05-01T10:30:00.0000000Z,2022-05-01T10:45:00.0000000Z,2022-05-01T10:30:01.6010000Z,2022-05-01T10:44:58.7610000Z,80.4,80.45,79.81,79.86,27144,2374
2022-05-01T10:45:00.0000000Z,2022-05-01T11:00:00.0000000Z,2022-05-01T10:45:04.7700000Z,2022-05-01T10:59:56.2740000Z,79.85,80.01,79.55,79.77,39924.63,3544
2022-05-01T11:00:00.0000000Z,2022-05-01T11:15:00.0000000Z,2022-05-01T11:00:00.0490000Z,2022-05-01T11:14:59.1880000Z,79.77,80.02,79.58,79.59,27135.11,2134
