time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2021-08-26T00:00:00.0000000Z,2021-08-26T00:15:00.0000000Z,2021-08-26T00:00:02.7430000Z,2021-08-26T00:14:59.5760000Z,7.53e-06,7.57e-06,7.48e-06,7.51e-06,121105540827,2048
2021-08-26T00:15:00.0000000Z,2021-08-26T00:30:00.0000000Z,2021-08-26T00:15:00.9680000Z,2021-08-26T00:29:58.4400000Z,7.52e-06,7.53e-06,7.46e-06,7.51e-06,64794410828,1275
2021-08-26T00:30:00.0000000Z,2021-08-26T00:45:00.0000000Z,2021-08-26T00:30:00.7380000Z,2021-08-26T00:44:58.0930000Z,7.51e-06,7.59e-06,7.49e-06,7.58e-06,66457661323,1483
2021-08-26T00:45:00.0000000Z,2021-08-26T01:00:00.0000000Z,2021-08-26T00:45:03.8740000Z,2021-08-26T00:59:59.0340000Z,7.59e-06,7.64e-06,7.58e-06,7.62e-06,89614951521,2237
2021-08-26T01:00:00.0000000Z,2021-08-26T01:15:00.0000000Z,2021-08-26T01:00:03.8080000Z,2021-08-26T01:14:54.3020000Z,7.62e-06,7.64e-06,7.53e-06,7.55e-06,119276909046,1675
2021-08-26T01:15:00.0000000Z,2021-08-26T01:30:00.0000000Z,2021-08-26T01:15:02.2830000Z,2021-08-26T01:29:58.3830000Z,7.54e-06,7.58e-06,7.52e-06,7.57e-06,64393273126,1225
2021-08-26T01:30:00.0000000Z,2021-08-26T01:45:00.0000000Z,2021-08-26T01:30:01.7270000Z,2021-08-26T01:44:57.5480000Z,7.58e-06,7.58e-06,7.5e-06,7.5e-06,73485167322,1316
2021-08-26T01:45:00.0000000Z,2021-08-26T02:00:00.0000000Z,2021-08-26T01:45:00.3140000Z,2021-08-26T01:59:59.6530000Z,7.51e-06,7.54e-06,7.43e-06,7.46e-06,107783125494,1768
2021-08-26T02:00:00.0000000Z,2021-08-26T02:15:00.0000000Z,2021-08-26T02:00:00.8910000Z,2021-08-26T02:14:56.9780000Z,7.45e-06,7.5e-06,7.43e-06,7.48e-06,105080165939,1453
2021-08-26T02:15:00.0000000Z,2021-08-26T02:30:00.0000000Z,2021-08-26T02:15:01.0690000Z,2021-08-26T02:29:56.4310000Z,7.49e-06,7.5e-06,7.45e-06,7.47e-06,79107430176,947
2021-08-26T02:30:00.0000000Z,2021-08-26T02:45:00.0000000Z,2021-08-26T02:30:00.7970000Z,2021-08-26T02:44:59.8670000Z,7.47e-06,7.47e-06,7.4e-06,7.46e-06,81112099604,1680
2021-08-26T02:45:00.0000000Z,2021-08-26T03:00:00.0000000Z,2021-08-26T02:45:07.7680000Z,2021-08-26T02:59:57.9630000Z,7.46e-06,7.48e-06,7.44e-06,7.44e-06,43618433287,782
2021-08-26T03:00:00.0000000Z,2021-08-26T03:15:00.0000000Z,2021-08-26T03:00:00.0680000Z,2021-08-26T03:14:59.7270000Z,7.44e-06,7.45e-06,7.33e-06,7.35e-06,200459917368,2988
2021-08-26T03:15:00.0000000Z,2021-08-26T03:30:00.0000000Z,2021-08-26T03:15:00.2400000Z,2021-08-26T03:29:58.3360000Z,7.36e-06,7.37e-06,7.31e-06,7.31e-06,161072121921,2391
2021-08-26T03:30:00.0000000Z,2021-08-26T03:45:00.0000000Z,2021-08-26T03:30:01.9060000Z,2021-08-26T03:44:58.0890000Z,7.31e-06,7.35e-06,7.24e-06,7.28e-06,125319971217,3007
2021-08-26T03:45:00.0000000Z,2021-08-26T04:00:00.0000000Z,2021-08-26T03:45:01.3700000Z,2021-08-26T03:59:59.0030000Z,7.28e-06,7.31e-06,7.25e-06,7.3e-06,137234320160,2268
2021-08-26T04:00:00.0000000Z,2021-08-26T04:15:00.0000000Z,2021-08-26T04:00:00.2160000Z,2021-08-26T04:14:58.8080000Z,7.29e-06,7.34e-06,7.28e-06,7.3e-06,107908682748,1752
2021-08-26T04:15:00.0000000Z,2021-08-26T04:30:00.0000000Z,2021-08-26T04:15:00.2750000Z,2021-08-26T04:29:59.9270000Z,7.29e-06,7.35e-06,7.26e-06,7.34e-06,115710535752,2018
2021-08-26T04:30:00.0000000Z,2021-08-26T04:45:00.0000000Z,2021-08-26T04:30:00.4770000Z,2021-08-26T04:44:57.2750000Z,7.34e-06,7.35e-06,7.32e-06,7.33e-06,59315931312,1591
2021-08-26T04:45:00.0000000Z,2021-08-26T05:00:00.0000000Z,2021-08-26T04:45:03.6710000Z,2021-08-26T04:59:58.0140000Z,7.32e-06,7.33e-06,7.27e-06,7.3e-06,107732148721,1727
2021-08-26T05:00:00.0000000Z,2021-08-26T05:15:00.0000000Z,2021-08-26T05:00:02.5410000Z,2021-08-26T05:14:59.4020000Z,7.3e-06,7.36e-06,7.3e-06,7.33e-06,96959855695,1510
